GSE,UID,n_samples,title,date,gdstype,tumor_pct,summary,category,reason,exclude_features,sample_example
GSE226990,200226990,6,Reticulocalbin 3 is a Novel Mediator of Glioblastoma Progression,2023/04/19,Expression profiling by high throughput sequencing,0.0,Patient-derived primary GSCs were established from discarded specimens obtained from glioblastoma (GBM) patients undergoing surgery at UT Health San A,B,非目标瘤种/类型(细胞系/处理实验=6),细胞系/处理实验=6,GSC040815_RCN3 knockdown_1
GSE227721,200227721,6,Ancient ubiquitous protein 1 (AUP1) is a prognostic biomarker connected with TP5,2023/03/24,Expression profiling by high throughput sequencing,0.0,"To investigate the changes of the transcriptome and relevent signalling between control and siAUP1 treated glioblastoma cell line, U87MG.",B,非目标瘤种/类型(细胞系/处理实验=6),细胞系/处理实验=6,U87MG_siAUP1_1
GSE149334,200149334,6,Glioblastoma cells treated with MI3 or DMSO,2023/02/15,Expression profiling by high throughput sequencing,0.0,Self-renewal is a crucial property of glioblastoma cells and is enabled by the choreographed function of chromatin regulators and transcription factor,B,非目标瘤种/类型(细胞系/处理实验=3),细胞系/处理实验=3,G523_DMSO 1
GSE149324,200149324,6,MacroH2A2 knockdown vs control RNA-seq in primary glioblastoma cells,2023/02/15,Expression profiling by high throughput sequencing,0.0,Self-renewal is a crucial property of glioblastoma cells and is enabled by the choreographed function of chromatin regulators and transcription factor,A?(小样本),摘要含瘤种词(样本标题无特征),-,G523_shH2AFY2aA [RNA-seq KD]
GSE194222,200194222,6,"Control, TNFα and TNFα+JNK I treated GSCs",2022/08/24,Expression profiling by high throughput sequencing; Genome b,0.0,This SuperSeries is composed of the SubSeries listed below.,D,样本标题/摘要无特征词,-,RNA-Seq: TPC2-4 TNFα
GSE201639,200201639,6,RBFOX1 overexpression in the human glioblastoma cell line A172,2022/07/19,Expression profiling by high throughput sequencing,0.0,"The goal of this study was to investigate the regulatory events underlying post-transcriptional changes in gene expression, and more specifically in m",B,非目标瘤种/类型(细胞系/处理实验=6),细胞系/处理实验=6,A172_Stable_GFP_05_1
GSE186442,200186442,6,DAXX-ATRX-H3.3 Regulation of p53 Chromatin Binding and DNA Damage Response [ChIP,2022/07/19,Genome binding/occupancy profiling by high throughput sequen,0.0,DAXX and ATRX are tumor suppressor proteins that form a complex with histone H3.3 chaperone and are frequently mutated in cancers with the alternative,E2,非表达谱技术(非Expression类型;ChIP/结合),-,"p53, DAXX WT cells"
GSE200574,200200574,6,Transcriptomic sequencing analysis of glioblastoma cell lines DBTRG and U251.,2022/04/18,Expression profiling by high throughput sequencing,0.0,We showed that DBTRG is more invasive than U251 cell lines by novel brain-stiffness-mimicking matrix gel invasion platform and transwell invasion assa,B,非目标瘤种/类型(细胞系/处理实验=6),细胞系/处理实验=6,"DBTRG cells, rep3"
GSE200162,200200162,6,RNA-Seq of U251 glioblastoma cell line with and without (-)-SDS-1-021.,2022/04/11,Expression profiling by high throughput sequencing,0.0,RNA-Seq analyses polysome-bound mRNAs of glioblastoma cell line NSC11 after 10nM (-)-SDS-1-021 treatement to evaluate drug-induced changes in mRNA tra,B,非目标瘤种/类型(细胞系/处理实验=6),细胞系/处理实验=6,"U251 cells vehicle treated, collected at 6h, "
GSE200031,200200031,6,Transcriptome (RNA-Seq) of the stable overexpression of lncRNA XLOC013218 U251 c,2022/04/05,Expression profiling by high throughput sequencing,0.0,We present RNA-Seq data obtained from U251 control cells and U251 cells with stable overexpression of lncRNA XLOC13218 to identify differentially expr,B,非目标瘤种/类型(细胞系/处理实验=6),细胞系/处理实验=6,U251 control replicate 3
GSE149845,200149845,6,Next Generation Sequencing of Transcriptomes of human cells expressing the human,2022/03/15,Expression profiling by high throughput sequencing,0.0,"We discovered a new human gene, LY6S, coding for an LY6-like protein. TransMap and phylogenetic studies reveal that LY6S is the homolog of the murine ",D,样本标题/摘要无特征词,-,DU7
GSE159456,200159456,6,Paired-end Sequencing of Transcriptomes of human cells expressing the human gene,2022/01/11,Expression profiling by high throughput sequencing,0.0,"We discovered a new human gene, LY6S, coding for an LY6-like protein. TransMap and phylogenetic studies reveal that LY6S is the homolog of the murine ",D,样本标题/摘要无特征词,-,DU9_PE
GSE183606,200183606,6,Rutaecarpine inhibits glioblastoma migration by activating the aryl hydrocarbon ,2021/12/07,Expression profiling by high throughput sequencing,0.0,Glioblastoma is the most frequent and aggressive primary astrocytoma in adults. The high migration ability of the tumor cells is an important reason f,B,非目标瘤种/类型(细胞系/处理实验=6),细胞系/处理实验=6,"U87 cells, Rutaecarpin group 2"
GSE179667,200179667,6,RNA seq NVP-BEZ235 treatment of U87MG cells,2021/12/01,Expression profiling by high throughput sequencing,0.0,Glioblastoma (GBM) is the most lethal primary brain cancer that lacks effective molecular targeted therapies. PI3K/AKT/mTOR signaling pathway is activ,B,非目标瘤种/类型(细胞系/处理实验=6),细胞系/处理实验=6,"U87MG cells, NVPU87_3"
GSE149366,200149366,6,Glioblastoma stem cells after treatment with sulconazole.,2021/09/05,Expression profiling by high throughput sequencing,0.0,"Glioblastoma (GBM) is a uniformly lethal disease that is driven by GBM stem cells (GSCs). However, methods that selectively eradicate the GSCs remain ",B,非目标瘤种/类型(细胞系/处理实验=3),细胞系/处理实验=3,TS543 SN-1
GSE178260,200178260,6,Dual role of Integrin alpha-6 in glioblastoma: supporting stemness in proneural ,2021/06/30,Expression profiling by high throughput sequencing,0.0,"Therapeutic resistance after multimodal therapy is the most relevant cause of glioblastoma (GBM) recurrence. Extensive cellular heterogeneity, mainly ",B,非目标瘤种/类型(细胞系/处理实验=6),细胞系/处理实验=6,GSC90-shITGA6 replicate 2
GSE174617,200174617,6,BRD4 inhibition boosts the therapeutic effects of epidermal growth factor recept,2021/05/20,Expression profiling by high throughput sequencing,0.0,"Glioblastoma (GBM) is the deadliest brain malignancy without effective treatments. Here, we report that epidermal growth factor receptor-targeted chim",B,非目标瘤种/类型(细胞系/处理实验=6),细胞系/处理实验=6,"U87, JQ1_EGFR-CAR-T"
GSE158097,200158097,6,Biophysically patterned glioblastoma model via rapid 3D bioprinting for investig,2021/04/21,Expression profiling by high throughput sequencing,0.0,Purpose: Our goals of transcriptome profiling (RNA-seq) and quantitative reverse transcription polymerase chain reaction (qRT–PCR) methods in our stud,A?(小样本),摘要含瘤种词(样本标题无特征),-,TS576 cells in 3D stiff hydrogel_rep2
GSE163108,200163108,6,Inhibitory CD161 Receptor Identified in Glioma-infiltrating T cells by Single Ce,2021/02/17,Expression profiling by high throughput sequencing,100.0,"T cells are critical effectors of cancer immunotherapies, but little is known about their gene expression programs in diffuse gliomas. Here, we levera",C,单细胞/空间数据,-,Glioblastoma E37 10x
GSE166351,200166351,6,Identification of JMJD1C target genes in  LN-229 glioblastoma cells.,2021/02/09,Expression profiling by high throughput sequencing,0.0,JMJD1C shows ubiquitous expression and is often downregulated in tumor entities compared to healthy tissues.JMJD1C inhibit growth of the glioblastoma ,B,非目标瘤种/类型(细胞系/处理实验=6),细胞系/处理实验=6; 非人类模型=3,sh-JMJD1C treated rep1
GSE155052,200155052,6,Elevated ETV6 expression in glioma promotes an aggressive in vitro phenotype ass,2021/01/01,Expression profiling by high throughput sequencing,0.0,Purpose It has been postulated that glioblastoma (GBM) has the ability to hijack neural progenitor migration mechanisms to facilitate tumor progressio,B,非目标瘤种/类型(细胞系/处理实验=6),细胞系/处理实验=6,ETV6-shRNA-U251-1
GSE159889,200159889,6,MSI1 promotes the expression of the GBM stem cell marker CD44 by impairing miRNA,2020/12/15,Expression profiling by high throughput sequencing,0.0,"The stem cell marker Musashi1 (MSI1) is highly expressed during neurogenesis and in Glioblastoma (GBM). In cancer and non-malignant progenitor cells, ",A?(小样本),摘要含瘤种词(样本标题无特征),-,siC_3
GSE159739,200159739,6,MSI1 promotes the expression of the GBM stem cell marker CD44 by impairing miRNA,2020/12/15,Expression profiling by high throughput sequencing,0.0,"The stem cell marker Musashi1 (MSI1) is highly expressed during neurogenesis and in Glioblastoma (GBM). In cancer and non-malignant progenitor cells, ",A?(小样本),摘要含瘤种词(样本标题无特征),-,HAL-1_2
GSE158740,200158740,6,The RNA m6A reader YTHDF2 maintains oncogene expression and is a targetable depe,2020/09/29,Expression profiling by high throughput sequencing,0.0,"Glioblastoma is a universally lethal cancer driven by glioblastoma stem cells (GSCs). Here, we interrogated N6-methyladenosine (m6A) mRNA modification",A?(小样本),摘要含瘤种词(样本标题无特征),-,387g2
GSE137453,200137453,6,Long noncoding RNA expression profiles analysis in GBM patient-derived cells sti,2020/07/29,Non-coding RNA profiling by high throughput sequencing,0.0,Long noncoding RNAs (lncRNAs) are key regulators of gene expression both in physiological and pathological conditions. Previous studies showed changes,A?(小样本),摘要含瘤种词(样本标题无特征),-,Control_3
GSE112735,200112735,6,A genome-wide screen identifies E2F6 as critical factor for TMZ chemoresistance ,2020/06/04,Expression profiling by high throughput sequencing,0.0,we conducted a genome-wide screen by clustered regularly interspaced short palindromic repeats (CRISPR)-Cas9 library to identify genes which are parti,B,非目标瘤种/类型(细胞系/处理实验=6),细胞系/处理实验=6,U87EGFRvIII rep3
GSE148685,200148685,6,A mechanism for microRNA arm switching regulated by uridylation [RNA-seq],2020/04/15,Expression profiling by high throughput sequencing,0.0,"Strand selection is a critical step in microRNA (miRNA) biogenesis. Although the dominant strand may alter depending on cellular contexts, the molecul",A?(小样本),摘要含瘤种词(样本标题无特征),-,miR-324-3p.1 duplex RNA-seq replicate 2
GSE138113,200138113,6,Glioma-derived miRNA-containing extracellular vesicles induce angiogenesis by re,2019/12/20,Expression profiling by high throughput sequencing,0.0,Glioblastoma multiforme (GBM) is characterized by the close relationship of glioma stem cells (GSC) with aberrant vascularization. It has been establi,A?(小样本),摘要含瘤种词(样本标题无特征),-,EXP1-EGM_longRNA
GSE134973,200134973,6,Targeting Glioblastoma Stem Cells through Disruption of the Circadian Clock [RNA,2019/10/24,Expression profiling by high throughput sequencing,0.0,"Glioblastomas are highly lethal cancers, containing self-renewing glioblastoma stem cells (GSCs). Here, we show that GSCs, differentiated glioblastoma",A?(小样本),摘要含瘤种词(样本标题无特征),-,387_shBMAL1.1536
GSE119711,200119711,6,Elucidating the microRNA-203 specific biological processes in glioblastoma cells,2019/09/07,Expression profiling by high throughput sequencing,0.0,We report the application of high-throughput RNA-sequencing Profile of miR-203 expressing glioma U251 cells. Glioblastoma (GBM) is the most common pri,B,非目标瘤种/类型(细胞系/处理实验=6),细胞系/处理实验=6,pEV- U251_Control_Repeat_1
GSE117543,200117543,6,Low cytosolic folate cycling is a hallmark of U251 glioblastoma cells reprogramm,2019/07/01,Expression profiling by high throughput sequencing,0.0,we report that U251 glioblastoma tumor spheres exhibit low cytosolic folate cycle and a reprogrammmed mitochondrial folate cycle that is presumably or,B,非目标瘤种/类型(细胞系/处理实验=6),细胞系/处理实验=6,U251 monolayer cells biological replicate 1- 
GSE129142,200129142,6,Identification of elevated A-to-I editing sites due to expression of an active A,2019/04/02,Genome variation profiling by high throughput sequencing,0.0,We have analyzed RNA-seq data to identify A-to-I editing sites in two groups of samples: one group isolated from human U87 cell line expressing an act,B,非目标瘤种/类型(细胞系/处理实验=6),细胞系/处理实验=6,RNA-seq_ADAR3_active Rep1
GSE111231,200111231,6,Perivascular signals alter global genomic profile of glioblastoma and response t,2018/09/01,Expression profiling by high throughput sequencing,0.0,"Glioblastoma (GBM) is the most common primary malignant brain tumor, with patients exhibiting poor survival (median survival time: 15 months). Difficu",B,非目标瘤种/类型(细胞系/处理实验=6),细胞系/处理实验=6,Mixed Culture (N_mix) rep3
GSE106545,200106545,6,Next Generation Sequencing Facilitates Quantitative Analysis of Wild Type and AX,2017/11/06,Expression profiling by high throughput sequencing,0.0,Next-generation sequencing (NGS) has revolutionized systems-based analysis of cellular pathways. The goals of this study are to compare Wild Type astr,B,非目标瘤种/类型(细胞系/处理实验=6),细胞系/处理实验=6,WT rep1
GSE102244,200102244,6,Zika Virus Has Oncolytic Activity against Glioblastoma Stem Cells,2017/08/23,Expression profiling by high throughput sequencing,0.0,"We explored the utility of oncolytic virus therapy against glioblastoma with Zika virus (ZIKV), a flavivirus that induces cell death and differentiati",B,非目标瘤种/类型(细胞系/处理实验=3),细胞系/处理实验=3,4121 NSTC
GSE87617,200087617,6,Identifying ASCL1 target genes in primary GBM stem cell cultures [RNA-seq],2017/07/13,Expression profiling by high throughput sequencing,0.0,ASCL1 mediates neuronal differentiation of GBM stem cell (GSC) cultures. We sought to identify targets of ASCL1 in primary human GSC cultures. In this,B,非目标瘤种/类型(细胞系/处理实验=6),细胞系/处理实验=6,ASCL1-KO DOX treatment rep2
GSE86348,200086348,6,RNA-sequencing analysis in human glioma stem cell,2016/11/23,Expression profiling by high throughput sequencing; Non-codi,0.0,Glioblastomas show heterogeneous histological features. These distinct phenotypic states are thought to be associated with the presence of glioma stem,B,非目标瘤种/类型(细胞系/处理实验=6),细胞系/处理实验=6,GSC-1228_si-JAG1_rep1
GSE72477,200072477,6,Identifying RBBP4-regulated transcriptome in T98G glioblastoma (GBM) cells using,2016/08/27,Expression profiling by high throughput sequencing; Genome b,0.0,This SuperSeries is composed of the SubSeries listed below.,B,非目标瘤种/类型(细胞系/处理实验=2),细胞系/处理实验=2,NT-K9Ac ChIPSeq
GSE73573,200073573,6,Expression data for KDM1B knockdown in Glioma-Initiating Cells (GICs),2015/12/28,Expression profiling by high throughput sequencing,0.0,"Glioblastoma (GBM) is the most common and aggressive primary brain tumor in adults, with glioma initiating cells (GICs) implicated to be critical for ",B,非目标瘤种/类型(细胞系/处理实验=6),细胞系/处理实验=6,D456MG GICs NT rep1
GSE309232,200309232,6,Matrix viscoelasticity regulates dendritic cell migration and immune priming [AT,2026/05/13,Genome binding/occupancy profiling by high throughput sequen,0.0,"The tumor microenvironment shapes immune surveillance through its mechanical properties, yet the role of matrix viscoelasticity remains unclear. Here,",E2,非表达谱技术(非Expression类型;ChIP/结合),-,ATAC_Donor_3_slow_relaxing
GSE272124,200272124,6,Pan-cancer analysis combining RNA-seq reveals that ZNF25 contributes to glioma p,2026/05/01,Expression profiling by high throughput sequencing,0.0,"Background: ZNF25, a member of zinc finger proteins with KRAB domains family genes, is a transcription factor. Previous reports showed it is a biomark",B,非目标瘤种/类型(细胞系/处理实验=6),细胞系/处理实验=6,"U87-MGcell,ZNF25,siRNA ,siZNF25-1"
GSE317354,200317354,6,Co-targeting neurotransmitter signaling and CDK9 to treat diffuse midline glioma,2026/04/24,Genome binding/occupancy profiling by high throughput sequen,0.0,Aberrant neurotransmitter signaling and transcriptional dysregulation are hallmarks of glioma and represent potential therapeutic targets. In this stu,E2,非表达谱技术(非Expression类型;ChIP/结合),细胞系/处理实验=6,"DIPGXIII, DMSO, 24hr, rep1"
GSE288782,200288782,6,LACTB inhibits lipid synthesis to suppress glioma growth by promoting Hsc70-medi,2026/02/05,Expression profiling by high throughput sequencing,0.0,"Abnormal lipid metabolism is a hallmark of tumor and represents an anti-cancer strategy. β-lactamase like protein (LACTB) is a novel tumor suppressor,",B,非目标瘤种/类型(细胞系/处理实验=6),细胞系/处理实验=6,"LN229, LACTB overexpression, rep 1"
GSE311314,200311314,6,KMT2A is a prerequisite of malignant transformation during IDH-mutant gliomagene,2026/01/06,Expression profiling by high throughput sequencing,0.0,"Background: IDH1R132H is the defining mutation of low-grade gliomas (LGGs), inflicting broad epigenetic rewiring that leads to malignant transformatio",B,非目标瘤种/类型(正常/非肿瘤组织=6),正常/非肿瘤组织=6; 细胞系/处理实验=3,"IDH1R132H immortalized human astrocytes, scra"
GSE283858,200283858,6,KMT2A is a prerequisite of malignant transformation during IDH-mutant gliomagene,2026/01/06,Expression profiling by high throughput sequencing,0.0,"Rationale: IDH1R132H is the defining mutation of low-grade gliomas (LGGs), inflicting broad epigenetic rewiring that leads to malignant transformation",B,非目标瘤种/类型(正常/非肿瘤组织=6),正常/非肿瘤组织=6,"IDH1R132H immortalized human astrocytes, cont"
GSE307234,200307234,6,Transcriptomic Regulation Driven by TCF12 Isoform Switching,2025/11/11,Expression profiling by high throughput sequencing,0.0,"TCF12 is a member of the basic helix–loop–helix (bHLH) transcription factor family, which functions through homo- or heterodimerization with other bHL",D,样本标题/摘要无特征词,-,I16_rep1
GSE277976,200277976,6,Identification of lncMB3-dependent transcriptome in MYC-amplified D283 Med cells,2025/09/30,Expression profiling by high throughput sequencing,0.0,Medulloblastoma (MB) stands as the most prevalent malignant pediatric tumor affecting the central nervous system. Categorized into four primary subgro,D,样本标题/摘要无特征词,-,G3_Medullo_SCR3
GSE286180,200286180,6,Effect of RIPK2 knockdown on U118 cells related behavior,2025/07/16,Expression profiling by high throughput sequencing,0.0,"IFN-Ⅰ plays an important role in the progression of LGG. We used a set of genes from MsigDB associated with interferon alpha responses, bioinformatic ",D,样本标题/摘要无特征词,-,"U118 cells, siNC, Day2"
GSE300877,200300877,6,Diverse roles of SERPINE1 in regulating cellular proliferation and invasion,2025/07/03,Expression profiling by high throughput sequencing,0.0,"SERPINE1 is involved in various biological processes, but its roles in promoting or suppressing tumorigenesis remain controversial. To understand the ",D,样本标题/摘要无特征词,-,C918shc
GSE293770,200293770,6,H3F3A K27M Mutations Drive a Repressive Transcriptome by Modulating Chromatin Ac,2025/04/30,Genome binding/occupancy profiling by high throughput sequen,0.0,Heterozygous histone H3.3K27M mutation is a primary oncogenic driver of Diffuse Midline Glioma (DMG). H3.3K27M inhibits the Polycomb Repressive Comple,E2,非表达谱技术(非Expression类型;ChIP/结合),-,SF8628_K27M_rep1
GSE262741,200262741,6,Transcriptome analysis of neuronal-like cells conversed from U251 cells incubate,2024/08/17,Expression profiling by high throughput sequencing,0.0,"Glioma, the most common primary tumor in the central nervous system, presents significant challenges in treatment. Researchers are now investigating n",B,非目标瘤种/类型(细胞系/处理实验=6),细胞系/处理实验=6,"U251 cells incubated SLCDS, experimental samp"
GSE240809,200240809,6,Comparative gene expression profiling analysis of RNA-seq data for U251 control ,2024/05/01,Expression profiling by high throughput sequencing,0.0,"Gliomas are the most common type of primary brain tumors, accounting for approximately 80% of all malignant brain tumors. The m6A RNA methylation proc",B,非目标瘤种/类型(细胞系/处理实验=6),细胞系/处理实验=6,U251 NC 3
GSE227796,200227796,6,Rapid PTEFb-dependent transcriptional reorganization underpins the glioma adapti,2024/04/15,Genome binding/occupancy profiling by high throughput sequen,0.0,"Using a combination of ChIP-, ATAC-, RNA-seq, and CUT&RUN in model systems of diffuse intrinsic pontine glioma and other pediatric high-grade gliomas,",E2,非表达谱技术(非Expression类型;ChIP/结合),细胞系/处理实验=6,"Histone_3_K27_acetylation, DIPG4, DMSO, repli"
GSE227792,200227792,6,Rapid PTEFb-dependent transcriptional reorganization underpins the glioma adapti,2024/04/12,Genome binding/occupancy profiling by high throughput sequen,0.0,"Using a combination of ChIP-, ATAC-, RNA-seq, and CUT&RUN in model systems of diffuse intrinsic pontine glioma and other pediatric high-grade gliomas,",E2,非表达谱技术(非Expression类型;ChIP/结合),细胞系/处理实验=6,"ATAC-seq, DIPG4, AZD4573, radiation, replicat"
GSE224742,200224742,6,Effect of depletion of SLC1A5 on gene expression in T98G glioma cell line.,2023/12/31,Expression profiling by high throughput sequencing,0.0,"To investigate the function of SLC1A5 in glioma cells, we establishedT98G cell line in which SLC1A5 has been knocked down by shRNA.",B,非目标瘤种/类型(细胞系/处理实验=6),细胞系/处理实验=6,"T98G cells, shControl 2"
GSE235568,200235568,6,Effects of HSV infection on glioma cells,2023/06/27,Expression profiling by high throughput sequencing,0.0,"To investigate the effect of HSV infection on glioma cells, we established a model of HSV infection",B,非目标瘤种/类型(细胞系/处理实验=6),细胞系/处理实验=6,U87-CTRL3
GSE213310,200213310,6,Effect of depletion of MIR222HG on gene expression of GSC267 glioma stem cells,2023/05/31,Expression profiling by high throughput sequencing,0.0,"To investigate the function of MIR222HG in the regulation of proneural-to-mesenchymal transition in glioma stem cells, we performed RNA sequencing in ",B,非目标瘤种/类型(细胞系/处理实验=6),细胞系/处理实验=6,GSC267_NC_1
GSE227791,200227791,6,Oligoadenylate synthetase-like (OASL) aggravated newcastle disease virus (NDV)-i,2023/05/01,Expression profiling by high throughput sequencing,0.0,Newcastle disease virus (NDV) has emerged as an oncolytic agent in several cancers. Previous study has shown that NDV exerts cytolytic activity in gli,B,非目标瘤种/类型(细胞系/处理实验=6),细胞系/处理实验=6,LN229_NDV_1
GSE202570,200202570,6,Effect of depletion of RBM47 on gene expression on U87 glioma cells,2023/02/01,Expression profiling by high throughput sequencing,0.0,"To investigate the function of RBM47, we established U87 cell lines in which target gene has been knocked down by siRNA.",B,非目标瘤种/类型(细胞系/处理实验=6),细胞系/处理实验=6,"U87 cells,control-3"
GSE167960,200167960,6,Single-cell RNA-seq data of human glioma,2023/01/11,Expression profiling by high throughput sequencing,0.0,Six freshly resected recurrent glioma samples were obatined to analyze the diversity of expression states of human gliomas. About 3000 cells from each,D,样本标题/摘要无特征词,-,Sample 39 GEXSCOPETM
GSE220716,200220716,6,Zinc Finger MYND-Type Containing 8 (ZMYND8) is epigenetically regulated in mutan,2022/12/19,Expression profiling by high throughput sequencing,0.0,"Mutant isocitrate dehydrogenase 1 (mIDH1) alters the epigenetic regulation of chromatin, leading to a hypermethylation phenotype in adult glioma. This",D,样本标题/摘要无特征词,-,parental3 [basal3 ]
GSE214801,200214801,6,Cancer-selective metabolic vulnerabilities in MYC-amplified medulloblastoma [RNA,2022/11/09,Expression profiling by high throughput sequencing,0.0,MYC-driven medulloblastoma (MB) is an aggressive pediatric brain tumor characterized by therapy resistance and disease recurrence. Here we integrated ,D,样本标题/摘要无特征词,-,31-MB002-2-AAVS1-t8_S31
GSE209919,200209919,6,Unified rhombic lip origins of Group 3 and Group 4 medulloblastoma [OTX2_KO],2022/09/23,Expression profiling by high throughput sequencing,0.0,RNA-seq profiling of medulloblastoma OTX-knockout.,D,样本标题/摘要无特征词,-,D283_1
GSE193635,200193635,6,Disruption of DNA Repair and Survival Pathways through Heat Shock Protein inhibi,2022/04/15,Expression profiling by high throughput sequencing,0.0,Purpose: Proficient DNA repair by homologous recombination (HR) facilitates resistance to chemo-radiation in glioma stem cells (GSCs). We evaluated wh,B,非目标瘤种/类型(细胞系/处理实验=2),细胞系/处理实验=2,GS_262_AT_24H
GSE291545,200291545,5,In vitro investigation of epigenetic regulators related to chemo-resistance and ,2026/04/15,Expression profiling by high throughput sequencing,0.0,"Glioblastoma (GBM) is the most common and malignant adult primary brain tumor with frequent relapse and resistance to therapies. Glioma stem cells, a ",B,非目标瘤种/类型(细胞系/处理实验=2),细胞系/处理实验=2,f2n11_csc1
GSE253648,200253648,5,Temporal multi-omic profiling reveals chemoradiotherapy-specific dualistic metab,2025/07/02,Expression profiling by high throughput sequencing,100.0,"Tumor recurrence afflicts over 95% of glioblastoma (GBM) patients, contributing to the disease's high fatality rates. To unravel the molecular mechani",E,瘤种词100%但细胞系/处理主导(5),细胞系/处理实验=5,"BT935 patient-derived GBM cells, 7d TMZRT tre"
GSE222481,200222481,5,Glioma synapses recruit mechanisms of adaptive plasticity: Gene expression chang,2023/03/01,Expression profiling by high throughput sequencing,0.0,"The nervous system plays an increasingly appreciated role in the regulation of cancer. In gliomas, neuronal activity drives tumor progression through ",B,非目标瘤种/类型(细胞系/处理实验=3),细胞系/处理实验=3,DIPG6_ctrl_1
GSE195681,200195681,5,Characterization of the minimal residual disease state reveals distinct evlution,2023/01/23,Expression profiling by high throughput sequencing,0.0,"Recurrence of solid tumors renders patients vulnerable to a distinctly advanced, highly treatment-refractory disease state that has an increased mutat",A?(小样本),摘要含瘤种词(样本标题无特征),-,BT935 MRD Control
GSE188739,200188739,5,Functional precision medicine pipeline combines comparative transcriptomics and ,2021/12/02,Expression profiling by high throughput sequencing,0.0,Li-Fraumeni syndrome (LFS) is a hereditary cancer predisposition syndrome caused by germline mutations in TP53. TP53 is the most common mutated gene i,B,非目标瘤种/类型(细胞系/处理实验=4),细胞系/处理实验=4,Patient 1 cell line sample
GSE117838,200117838,5,"RNA-seq Analysis of U87: Ctrl, U87:EGFR, U87:EGFRvIII, U87:EGFR+EGFRvIII and U87",2018/11/01,Expression profiling by high throughput sequencing,0.0,We found that U87 cells expressing EGFR and EGFRvIII upregulated a large group of cytokines. The upregulation of many of these cytokines was dependent,D,样本标题/摘要无特征词,-,Ctrl
GSE216687,200216687,5,The oncogenic circular RNA circ_63706 is a potential therapeutic target in sonic,2023/07/14,Expression profiling by high throughput sequencing,0.0,"To gain further insights into the functional significance of circ_63706, gene expression was measured by RNA-seq in DAOY cells treated with either si-",B,非目标瘤种/类型(细胞系/处理实验=5),细胞系/处理实验=5,DAOY si-circ_63706 rep2
GSE286560,200286560,4,PRMT5 inhibition sensitizes glioblastoma tumor models to temozolomide,2026/05/27,Expression profiling by high throughput sequencing,0.0,"Despite multi-model therapy of maximal surgical resection, radiation, chemotherapy, and tumor-treating fields, glioblastoma patients show dismal progn",B,非目标瘤种/类型(细胞系/处理实验=3),细胞系/处理实验=3,LLY_283
GSE316716,200316716,4,Effect of knockdown of FLI1 on gene expression  in the human glioblastoma cell l,2026/05/15,Expression profiling by high throughput sequencing,0.0,"To examined the role of FLI1 in glioblastoma cells and identify FLI1-associated target molecules, FLI1 knockdown cells were used for RNA-seq.",B,非目标瘤种/类型(细胞系/处理实验=4),细胞系/处理实验=4,"U87MG cells, shControl"
GSE320462,200320462,4,Effect of SREBP1 cDNA overexpression on gene expression in LN229 cells,2026/04/16,Expression profiling by high throughput sequencing,0.0,"Aberrant activation of the PI3K/AKT/mTOR signaling pathway is a common feature of cancer but, while mTOR kinase represents an attractive drug target, ",B,非目标瘤种/类型(细胞系/处理实验=4),细胞系/处理实验=4,"LN229,SREBP1,rep1"
GSE294345,200294345,4,HNRNPH1 regulates cell cycle-associate genes in glioblastoma,2026/04/08,Expression profiling by high throughput sequencing,0.0,Glioblastoma (GBM) is an aggressive and deadly brain tumor with a poor prognosis despite advances in therapeutic intervention. Clinical trials of targ,A?(小样本),摘要含瘤种词(样本标题无特征),-,G62_siNC_A
GSE294052,200294052,4,"Deciphering the STAT3-PXN positive feedback loop in GBM, IDH-wildtype: transcrip",2026/04/01,Expression profiling by high throughput sequencing,0.0,"Y-box binding protein 1 (YB-1) has been implicated in the progression of glioblastoma (GBM), a highly aggressive brain tumor. This study investigated ",B,非目标瘤种/类型(细胞系/处理实验=3),细胞系/处理实验=3,U87_NT-shRNA
GSE223335,200223335,4,Lysine-specific histone demethylase 1A (KDM1A/LSD1) inhibition attenuates DNA do,2026/01/10,Expression profiling by high throughput sequencing,0.0,Patient-derived primary GSCs (GSC082209) were established from discarded specimens obtained from glioblastoma (GBM) patients undergoing surgery at UT ,B,非目标瘤种/类型(细胞系/处理实验=4),细胞系/处理实验=4,GSC08_control_2
GSE296987,200296987,4,Differential regulation of genes in response to exogenous ganglioside GM2 treatm,2025/12/31,Expression profiling by high throughput sequencing,0.0,"Gangliosides have been implicated in various diseases including but not limited to cancer. Overexpression of one of these gangliosides, namely ganglio",B,非目标瘤种/类型(液体活检/血液=2),液体活检/血液=2; 细胞系/处理实验=2,"HeLa cells, SFM (serum starved condition) Con"
GSE279293,200279293,4,The cellular response to the deprivation of L-phenylalanine from the medium in t,2025/12/31,Expression profiling by high throughput sequencing,0.0,"To optimize the efficacy of boron neutron capture therapy (BNCT), we investigated the optimal conditions for maximizing the uptake of boronophenylalan",B,非目标瘤种/类型(细胞系/处理实验=4),细胞系/处理实验=4,U87-MG_L-Phe(+)_2
